,PARTICIPANT_ID,DEVICE,SCREEN_W,SCREEN_H,AGE,GENDER,HAS_TAKEN_TYPING_COURSE,LAYOUT,WPM,ERROR_RATE,NATIVE_LANGUAGE,KEYBOARD_TYPE,USING_APP,USING_FEATURES,FINGERS,TIME_SPENT_TYPING,TYPE_ENGLISH,P_KPD,P_IKI,P_BSP,P_ECPC,P_UILEN,P_KSPC,ITE_SWYPE,ITE_PREDICT,ITE_AUTOCORR
6978,77240,mobile,375,667,24,female,0,qwerty,37.52068149809249,2.93706293706294,en,mobile,FALSE,"""[\autocorrection\""""]""""""",right_hand;thumbs,6,always,19.282761247133300,50.284333597039300,2.1333333333333300,0.0551908857576657,46.733333333,1.083269178,0,0.057705627705627700,0.09579198579198580
6981,77252,mobile,375,667,26,female,0,qwerty,63.6352923351459,3.38461538461538,en,mobile,FALSE,"""[\no\""""]""""""",right_hand;thumbs,0,,17.39368294453330,69.54604396623330,2.4,0.052771112760445,43.0,1.10803781546667,0,0,0.12953102453102500
6982,77257,mobile,375,812,33,female,0,qwerty,24.3786435472693,0.814332247557003,en,mobile,FALSE,"""[\prediction\""""]""""""",right_hand;middle_fingers,2,,19.261956589066700,78.18283138612700,2.3333333333333300,0.0642715158831311,40.866666666,0.894035595,0.013333333333333300,0.2739273689273690,0.06865079365079360
6991,77315,mobile,414,736,37,female,0,qwerty,35.291374083383,0.860832137733142,es,mobile,notsure,"""[\autocorrection\""""]""""""",right_hand;thumbs,6,usually,15.942180638200000,85.1209331546355,3.4,0.10475406587602,46.4,1.1989325794,0,0,0.08007936507936510
6993,77321,mobile,412,846,36,female,0,qwerty,25.0655011289135,0.0,en,mobile,FALSE,"""[\no\""""]""""""",right_hand;thumbs,16,,5.691493192333330,91.03000877461580,1.2,0.0332159356026633,35.533333333,1.56233319086667,0,0.008333333333333330,0.18494708994709000
7002,77406,mobile,414,736,24,female,0,qwerty,17.6370613449061,1.59010600706714,ht,mobile,FALSE,"""[\prediction\"""""",""\""""no\""""]""""""",right_hand;thumbs,24,always,18.689963242133300,133.0679803956660,3.466666666666670,0.0779412170665367,37.666666666,1.1157330002,0,0.037626262626262600,0.10757575757575800
7010,77452,mobile,360,720,33,female,0,qwerty,40.6313697084042,3.03514376996805,en,mobile,FALSE,"""[\no\""""]""""""",right_hand;thumbs,4,,5.9129019888,40.05531836569020,0,0.0,41.2,0.972683563466667,0,0.12370851370851400,0.10775853775853800
7069,77807,mobile,360,740,52,female,0,qwerty,29.121040310848,0.561347233360064,en,mobile,FALSE,"""[\no\""""]""""""",right_hand;index_fingers,15,,3.8904756988,71.7781747930559,0.06666666666666670,0.001025641025641,42.266666666,1.45900819146667,0,0,0.05952380952380950
7073,77823,mobile,360,640,60,female,0,qwerty,22.6742454328832,1.43312101910828,en,mobile,FALSE,"""[\prediction\""""]""""""",right_hand;thumbs,1,,11.869825917600000,85.8093840348106,0,0.0,41.6,0.963936962666667,0.12947330447330400,0.15853294853294900,0.06939393939393940
7075,77854,mobile,360,720,33,female,1,qwerty,24.4177903357041,9.60099750623441,en,mobile,FALSE,"""[\no\""""]""""""",right_hand;middle_fingers,15,,119.23665752620000,82.57979987751980,0,0.0,30.333333333,1.0822610816,0,0,0
7076,77857,mobile,360,640,15,female,0,qwerty,25.7842715943275,0.956284153005464,ur,mobile,FALSE,"""[\no\""""]""""""",right_hand;thumbs,1,sometimes,9.523811174066670,100.40676561781300,2.1333333333333300,0.0444975591662018,48.666666666,1.08925140766667,0,0.10891441891441900,0.017857142857142900
7081,77876,mobile,375,667,18,male,0,qwerty,27.9190953478766,6.11353711790393,en,mobile,FALSE,"""[\no\""""]""""""",right_hand;thumbs,1,,13.338736430466700,68.00853245217530,11.266666666666700,0.260892148821571,44.933333333,1.52070587266667,0,0.006060606060606060,0.006060606060606060
7085,77893,mobile,360,720,24,female,0,qwerty,32.8746752585761,1.88383045525903,en,mobile,FALSE,"""[\no\""""]""""""",right_hand;thumbs,5,,10.802608323733300,150.2382498053380,2.3333333333333300,0.053255036999461,42.266666666,1.10167014486667,0,0,0
7086,77895,mobile,377,670,12,female,0,qwerty,11.1387732326051,3.30708661417323,en,mobile,FALSE,"""[\prediction\"""""",""\""""autocorrection\""""]""""""",right_hand;thumbs,16,,14.905243386000000,86.23972527346480,0,0.0,44.133333333,1.16978937486667,0.013333333333333300,0.03272727272727270,0
7098,77955,mobile,320,568,34,female,0,qwerty,35.388401528458,3.79746835443038,en,mobile,FALSE,"""[\autocorrection\"""""",""\""""no\""""]""""""",right_hand;thumbs,5,,36.89442411826670,58.32580730402560,1.8666666666666700,0.0471450196739029,43.133333333,1.07791663813333,0,0.008333333333333330,0.13048340548340500
7142,78139,mobile,360,640,28,female,1,qwerty,23.0392127520756,0.833965125094769,en,mobile,FALSE,"""[\autocorrection\""""]""""""",right_hand;thumbs,20,,8.032459044533330,161.68121141990100,0.3333333333333330,0.0071108428395165,42.466666666,1.07464725286667,0,0.06137566137566140,0
7145,78157,mobile,375,667,14,female,0,qwerty,42.4588227427731,3.35365853658537,en,mobile,FALSE,"""[\prediction\"""""",""\""""autocorrection\""""]""""""",right_hand;thumbs,2,,13.917922645866700,161.17075250062900,0.6666666666666670,0.0146660676849356,43.333333333,1.03243873006667,0,0,0.11339586339586300
7146,78162,mobile,360,640,45,female,0,qwerty,27.2404883202745,1.19940029985008,en,laptop,notsure,"""[\notsure\""""]""""""",left_hand;index_fingers,1,always,6.524292422333330,141.88058591307500,0.26666666666666700,0.0076388888888888,44.4,1.44493660186667,0,0.017663817663817700,0.08248510748510750
7150,78184,mobile,320,568,41,male,1,qwerty,20.342118731349,0.925925925925926,ar,mobile,FALSE,"""[\swipe\"""""",""\""""prediction\"""""",""\""""autocorrection\""""]""""""",right_hand;index_fingers,6,usually,21.003699375333300,242.53029501758100,0.5333333333333330,0.0151584355055643,44.933333333,1.02383362706667,0,0.009523809523809520,0.02222222222222220
7154,78199,mobile,375,667,19,female,0,qwerty,39.1775656887004,0.585651537335286,en,mobile,FALSE,"""[\autocorrection\""""]""""""",right_hand;thumbs,0.5,,13.738411173600000,98.52197688889140,5.6,0.118517098686127,45.333333333,1.22203933513333,0.008333333333333330,0.005555555555555560,0.1387122137122140
7165,78260,mobile,414,736,21,female,1,qwerty,38.9727038835691,3.50609756097561,en,mobile,FALSE,"""[\prediction\""""]""""""",left_hand;thumbs,13,,13.668646659600000,83.99335507289750,3.7333333333333300,0.0695891989307142,43.666666666,1.0629055294,0,0.0721043771043771,0.0998051948051948
7170,78292,mobile,414,736,45,female,0,qwerty,36.4558275808012,2.05479452054795,en,mobile,FALSE,"""[\no\""""]""""""",right_hand;thumbs,2,always,18.103379750733300,212.4467164894720,0.6,0.0368134171907757,38.466666666,1.09738038973333,0,0,0.12693602693602700
7222,78590,mobile,375,667,18,male,0,qwerty,35.3650484594661,1.75578611332801,la,mobile,FALSE,"""[\no\""""]""""""",right_hand;thumbs,6,always,14.704874394533300,177.09057468816100,3.533333333333330,0.0822449211915424,42.6,1.13204558033333,0,0.015584415584415600,0.01944444444444440
7237,78691,mobile,360,640,35,female,1,qwerty,34.2123035363458,2.9023746701847,en,mobile,notsure,"""[\prediction\"""""",""\""""autocorrection\""""]""""""",right_hand;thumbs,15,,6.2153764912,88.07702361757420,0.26666666666666700,0.0044967083773053,50.533333333,1.35437668746667,0,0.009523809523809520,0.12093147593147600
7243,78729,mobile,360,640,32,female,1,qwerty,26.8597104343485,1.62162162162162,es,mobile,FALSE,"""[\no\""""]""""""",right_hand;thumbs,2,always,7.818490512066660,147.7064905655680,1.6666666666666700,0.0427689714082926,36.8,1.550428975,0,0,0.16034780034780000
7249,78766,mobile,375,667,20,male,0,qwerty,14.0898863427992,0.504201680672269,en,mobile,notsure,"""[\prediction\""""]""""""",right_hand;thumbs,10,always,18.178332204133300,363.7659773705460,5.333333333333330,0.137786952329606,36.666666666,0.823262210133333,0.06645502645502650,0.4098677248677250,0.02619047619047620
7261,78829,mobile,375,667,47,female,0,qwerty,28.3198446099061,1.46862483311081,en,mobile,FALSE,"""[\autocorrection\""""]""""""",right_hand;index_fingers,1,always,17.079749078866700,196.2901606894440,3.6666666666666700,0.0936414835655206,49.6,1.1836607906,0,0,0.10386557886557900
7262,78842,mobile,601,962,48,female,0,qwerty,20.2756192374193,0.682335102350265,en,tablet,notsure,"""[\no\""""]""""""",right_hand;middle_fingers,2,,7.4958422418,154.8781104793800,0.06666666666666670,0.0011111111111111,42.0,1.35299960893333,0,0,0.02952380952380950
7278,78965,mobile,360,640,26,female,0,qwerty,22.8274047133268,2.34505862646566,ta,mobile,FALSE,"""[\notsure\""""]""""""",right_hand;thumbs,5,usually,10.48396702953330,91.39486634365470,0,0.0,39.6,1.58869469506667,0.008333333333333330,0.15735042735042700,0.06796296296296300
7297,79073,mobile,360,640,27,male,1,qwerty,20.2031558296279,4.77732793522267,pa,mobile,FALSE,"""[\swipe\"""""",""\""""notsure\""""]""""""",right_hand;other,3,rarely,6.8179720108,327.3124273538660,0,0.0,42.533333333,1.2278709508,0.017857142857142900,0.1539759843331270,0.016865079365079400
7299,79080,mobile,375,667,20,female,0,qwerty,37.1175712920516,0.291970802919708,en,mobile,FALSE,"""[\prediction\""""]""""""",right_hand;thumbs,5,,22.996477359533300,167.639148635746,1.5333333333333300,0.0408238519674323,45.6,1.01742004933333,0.016666666666666700,0.06613997113997110,0.047509157509157500
7300,79083,mobile,360,640,19,male,0,qwerty,27.1338674790078,1.01351351351351,en,mobile,FALSE,"""[\swipe\""""]""""""",right_hand;thumbs,0,,6.1645911268000000,138.9119188461900,1.2,0.0313172225815904,39.4,1.4535829712,0,0.01111111111111110,0.0373015873015873
7302,79101,mobile,360,720,30,male,0,qwerty,52.4213679480779,1.46252285191956,en,mobile,notsure,"""[\swipe\"""""",""\""""notsure\""""]""""""",right_hand;thumbs,1,,6.040247064933330,128.14118573118600,0,0.0,36.0,0.4459170102,0.8911375661375660,0.020000000000000000,0
7304,79116,mobile,414,736,18,female,0,qwerty,38.2536662569663,4.02684563758389,en,mobile,FALSE,"""[\autocorrection\""""]""""""",left_hand;thumbs,20,always,19.445504641533300,146.7321354407510,3.8666666666666700,0.103700709166327,38.866666666,1.1577690686,0,0.04396825396825400,0.11000000000000000
7310,79159,mobile,1024,768,24,male,1,qwerty,23.9938053858728,7.95454545454545,en,laptop,notsure,"""[\no\""""]""""""",right_hand;other-nfingers;,2,,28.0837129152,116.96897408273300,4.266666666666670,0.120253051929644,39.733333333,1.23983251333333,0,0,0.04452380952380950
7313,79169,mobile,600,1024,25,female,0,qwerty,21.5736479706585,1.39968895800933,ar,tablet,FALSE,"""[\no\""""]""""""",right_hand;index_fingers,13,usually,12.261201581066700,186.28412170882600,3.4,0.0760487572701874,43.133333333,1.16895148293333,0,0,0
7321,79234,mobile,320,570,22,female,0,qwerty,25.6476629564074,1.91082802547771,hi,mobile,FALSE,"""[\no\""""]""""""",right_hand;thumbs,1,sometimes,12.345999756000000,77.37408030836520,0.5333333333333330,0.0150153812625209,41.733333333,1.27734886546667,0,0.17098364598364600,0.14531746031746000
7334,79318,mobile,360,740,47,male,1,qwerty,18.4450273092523,8.66551126516464,en,mobile,FALSE,"""[\prediction\""""]""""""",right_hand;index_fingers,12,,6.953777307000000,91.10420607497740,1,0.0282698051228205,38.266666666,1.26921158073333,0.07074074074074070,0.3174074074074070,0.05074074074074070
7335,79328,mobile,360,640,20,female,0,qwerty,23.9340919408495,0.905797101449275,en,mobile,FALSE,"""[\no\""""]""""""",right_hand;thumbs,1,,11.153801387866700,182.5803857254450,1.6,0.0499327516475224,37.066666666,1.09626733746667,0,0,0
7348,79381,mobile,600,1024,45,female,0,qwerty,20.9475053501741,2.61941448382126,en,mobile,FALSE,"""[\notsure\""""]""""""",right_hand;middle_fingers,1,,6.859722157733330,120.20976498395000,0,0.0,42.6,1.31962210406667,0.006666666666666670,0.016666666666666700,0.0851058201058201
7353,79410,mobile,600,1024,45,female,0,qwerty,23.923298225382,2.22551928783383,en,mobile,FALSE,"""[\notsure\""""]""""""",right_hand;middle_fingers,1,,7.309430715133330,151.270836974341,0,0.0,44.333333333,1.37497356846667,0.02222222222222220,0.017777777777777800,0.08896825396825400
7357,79454,mobile,375,812,29,female,0,qwerty,48.8271450075263,7.49542961608775,en,mobile,notsure,"""[\prediction\"""""",""\""""notsure\""""]""""""",right_hand;thumbs,8,always,17.331581530066700,63.014176143064800,0.5333333333333330,0.0138782785841609,35.6,1.02562174013333,0,0,0.38
7362,79526,mobile,600,1024,45,female,0,qwerty,24.3671006186663,1.51975683890578,en,mobile,FALSE,"""[\notsure\""""]""""""",right_hand;middle_fingers,1,,6.961969312333330,70.097659208388,0,0.0,43.8,1.24592810926667,0.016666666666666700,0.01111111111111110,0.09193362193362190
7366,79553,mobile,600,1024,45,female,0,qwerty,28.0643276935285,3.17324185248714,en,mobile,FALSE,"""[\notsure\""""]""""""",right_hand;middle_fingers,1,,7.304720972333330,49.634574552542000,0,0.0,40.4,1.2091305616,0.02074074074074070,0.013468013468013500,0.08259259259259260
7371,79586,mobile,360,640,28,female,0,qwerty,33.4504393688663,1.31680867544539,en,mobile,FALSE,"""[\autocorrection\""""]""""""",left_hand;index_fingers,6,,3.091957253000000,64.8587699589808,0.4,0.0063838383838383,44.4,1.33663362513333,0.006666666666666670,0.0798989898989899,0.17738576238576200
7377,79622,mobile,375,812,15,female,0,qwerty,54.6466520492495,0.578034682080925,en,mobile,FALSE,"""[\no\""""]""""""",right_hand;thumbs,6,,15.064385567333300,102.81471350675000,2.6666666666666700,0.0582898795545101,46.0,1.11608130553333,0,0,0
7388,79723,mobile,360,640,18,none,0,qwerty,29.3236979241643,7.7683615819209,hi,mobile,FALSE,"""[\swipe\""""]""""""",right_hand;thumbs,1,usually,3.8210910708000000,46.775446276586900,0.8666666666666670,0.0172871991606007,46.266666666,1.2738628274,0,0,0
7391,79740,mobile,768,1024,11,female,1,qwerty,12.9666860194519,6.82926829268293,en,mobile,FALSE,"""[\swipe\""""]""""""",right_hand;thumbs,8,,27.0500968466,40.808864652592400,1.6666666666666700,0.0415725939000002,41.933333333,0.953373980066667,0.020000000000000000,0.12740740740740700,0.006060606060606060
7398,79774,mobile,375,667,11,female,0,qwerty,30.5169167223471,1.08695652173913,en,mobile,notsure,"""[\notsure\""""]""""""",right_hand;thumbs,2,,19.34395620393330,44.451852938806400,2.8,0.0638435491744724,42.866666666,1.1215359068,0,0,0.0738095238095238
7408,79866,mobile,375,667,28,male,0,qwerty,33.6284160115297,0.173913043478261,en,mobile,notsure,"""[\swipe\"""""",""\""""prediction\"""""",""\""""autocorrection\""""]""""""",right_hand;thumbs,2,always,24.277334723666700,85.94185178655770,5.8,0.147444728588286,38.333333333,1.24449917713333,0,0.049444444444444400,0.04259259259259260
7416,79939,mobile,360,640,17,female,0,qwerty,31.478715459298,2.21843003412969,ta,mobile,notsure,"""[\prediction\""""]""""""",right_hand;thumbs,4,usually,10.32264418486670,67.05356225617320,2.8666666666666700,0.0850125653431233,38.466666666,1.19953544533333,0.020000000000000000,0.06555555555555560,0.06571428571428570
7424,79986,mobile,360,640,16,male,0,qwerty,15.2366136283044,1.5625,ar,mobile,FALSE,"""[\prediction\""""]""""""",right_hand;thumbs,1.5,sometimes,5.9897543572666700,85.74918421605910,0,0.0,38.0,1.0539339298,0,0.267010582010582,0.014074074074074100
7429,80015,mobile,375,667,34,female,0,qwerty,29.1170261810594,3.6713286713286704,ta,mobile,notsure,"""[\no\""""]""""""",right_hand;thumbs,15,always,19.4368460542,76.38416309907420,1,0.0293185356212066,35.4,1.0534473868,0,0,0.016666666666666700
7437,80072,mobile,375,667,34,female,0,qwerty,32.1255054038273,3.70860927152318,ta,mobile,FALSE,"""[\notsure\""""]""""""",right_hand;thumbs,2,always,19.38709172953330,98.93572425420530,1.0666666666666700,0.0226842459846379,49.6,1.03503312946667,0,0.01296296296296300,0.05846801346801350
7445,80106,mobile,360,640,19,female,0,qwerty,19.7401030105812,1.69252468265162,ar,mobile,notsure,"""[\prediction\""""]""""""",right_hand;thumbs,10,sometimes,7.676386883466670,95.36245479723140,1.8666666666666700,0.042542846652176,46.8,1.39947207766667,0.006666666666666670,0.03447330447330450,0
7447,80125,mobile,360,640,19,female,0,qwerty,36.5232037586986,2.78637770897833,hi,mobile,FALSE,"""[\no\""""]""""""",right_hand;thumbs,4,always,7.1719198468666700,102.93968266371600,0.5333333333333330,0.0114064169729194,42.2,1.2488723114,0,0,0.006666666666666670
7456,80146,mobile,375,667,42,female,0,qwerty,36.6532231975327,2.57731958762887,en,mobile,FALSE,"""[\no\""""]""""""",right_hand;index_fingers,1,,18.385717187933300,53.42540082642610,0.13333333333333300,0.0046969696969697,35.466666666,1.04484448013333,0,0.009523809523809520,0.09256613756613760
7458,80172,mobile,360,640,19,female,1,qwerty,27.1599630786349,3.03030303030303,ar,mobile,FALSE,"""[\prediction\""""]""""""",right_hand;thumbs,4,usually,5.975748634933330,76.98728435988980,0.4,0.0128042328042328,36.8,1.04858905326667,0.014074074074074100,0.26517075517075500,0.08225108225108220
7465,80221,mobile,414,736,26,female,0,qwerty,37.2138906671424,1.0717230008244,en,mobile,FALSE,"""[\no\""""]""""""",right_hand;thumbs,18,,16.400803422066700,69.63215968156900,2.6666666666666700,0.0775546674002626,41.733333333,1.1079542726,0,0.05225108225108220,0.0743939393939394
7481,80347,mobile,375,812,22,female,0,qwerty,47.1219553096047,3.6316472114137506,es,mobile,FALSE,"""[\prediction\""""]""""""",right_hand;thumbs,4,always,17.940610864133300,125.01557506179500,0.3333333333333330,0.0083720044739535,37.6,0.976413736333333,0,0.04994949494949500,0
7489,80401,mobile,375,667,19,male,0,qwerty,28.7698479135833,4.18918918918919,mr,mobile,FALSE,"""[\no\""""]""""""",right_hand;thumbs,9,always,18.126552567933300,145.6959854098120,3.2,0.0774403809382155,48.666666666,1.1109414736,0,0.03267195767195770,0
7498,80435,mobile,375,667,23,female,1,qwerty,29.9808424654022,4.795737122557729,en,mobile,FALSE,"""[\prediction\""""]""""""",right_hand;thumbs,3,,16.72903359853330,94.28684001887330,5.066666666666670,0.146121997065943,36.733333333,1.27487526926667,0,0.03920227920227920,0.10655270655270700
7501,80443,mobile,414,736,42,female,1,qwerty,34.5984268115836,1.47299509001637,en,mobile,FALSE,"""[\no\""""]""""""",right_hand;index_fingers,7,,16.82043965966670,156.6504555321620,0.5333333333333330,0.0186050061050061,39.2,1.03592670773333,0,0,0.09266381766381770
7510,80478,mobile,414,736,28,male,0,qwerty,40.5808521416109,2.57452574525745,en,mobile,FALSE,"""[\prediction\"""""",""\""""autocorrection\""""]""""""",right_hand;thumbs,3,,19.681636313133300,95.64166135812350,2.466666666666670,0.0472410296884473,49.066666666,1.0488328038,0,0.032356902356902400,0.06592185592185590
7519,80525,mobile,360,640,18,male,0,qwerty,31.3373468071383,4.73083197389886,ar,mobile,Ai type keyboard,"""[\no\""""]""""""",right_hand;thumbs,5,usually,13.1397575448,64.46955355488070,0,0.0,39.866666666,1.14561666333333,0,0,0
7529,80554,mobile,360,640,21,male,0,qwerty,14.2402010931517,1.27591706539075,ar,mobile,FALSE,"""[\autocorrection\""""]""""""",right_hand;thumbs,1,sometimes,6.017952902933330,267.5207975910570,0,0.0,41.6,1.55394198033333,0.013333333333333300,0.1357671957671960,0.06272486772486770
